FID;CUST_ORG;BUS_CAT_CL;BUS_CAT_DS;OCCPNT_TYP;SRCDATA_ID;SRC_ID_IND;FCLTY_NM;ADDRESS;MAIL_ADD;ST_ADDRESS;LOCALITY;LATITUDE;LONGITUDE;KEYWORDS;X;Y
641;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1108;N;Sahtlam Vol Fire Dept;4384 Cowichan Lake Rd, Duncan, BC;4384 Cowichan Lake Rd, Duncan, BC;4384 Cowichan Lake Rd;Duncan;48.7814873;-123.79619;fire;-123.79620562711;48.7814928284951
642;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1112;N;North Cowichan - Duncan RCMP;6060 Canada Ave, Duncan, BC;6060 Canada Ave, Duncan, BC;6060 Canada Ave;Duncan;48.790503;-123.712824;police;-123.712840088012;48.7905085284795
643;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1120;N;Honeymoon Bay Fire Dept;10066 South Shore Rd, Honeymoon Bay, BC;10066 South Shore Rd, Honeymoon Bay, BC;10066 South Shore Rd;Honeymoon Bay;48.8145919;-124.168099;fire;-124.168115209587;48.8145973640876
644;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1123;N;Maple Bay Hall;1230 Maple Bay Rd, Duncan, BC;1230 Maple Bay Rd, Duncan, BC;1230 Maple Bay Rd;Duncan;48.8105516;-123.623978;fire;-123.623993434863;48.8105571403222
645;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1125;N;Lake Cowichan RCMP;70 Stanley Rd, Lake Cowichan, BC;70 Stanley Rd, Lake Cowichan, BC;70 Stanley Rd;Lake Cowichan;48.8266261;-124.049966;police;-124.049982336312;48.8266316309795
646;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1136;N;Salt Spring RCMP;401 Lower Ganges Rd, Salt Spring Island, BC;401 Lower Ganges Rd, Salt Spring Island, BC;401 Lower Ganges Rd;Salt Spring Island;48.8618905;-123.512028;police;-123.512043956583;48.8618960003662
647;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1145;N;Stn 134 Ucluelet;2072 Peninsula Rd, Ucluelet, BC;2072 Peninsula Rd, Ucluelet, BC;2072 Peninsula Rd;Ucluelet;48.9454207;-125.562396;ambulance;-125.562411860628;48.9454259646075
648;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1168;N;Abbotsford Fire Dept Hall 2;35995 North Parallel Rd, Abbotsford, BC;35995 North Parallel Rd, Abbotsford, BC;35995 North Parallel Rd;Abbotsford;49.0361926;-122.229201;fire;-122.229217031153;49.0361982668574
649;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1169;N;Abbotsford Community Policing;105-34194 Marshall Rd, Abbotsford, BC;105-34194 Marshall Rd, Abbotsford, BC;105-34194 Marshall Rd;Abbotsford;49.0380945;-122.276814;police;-122.276829212496;49.0381002260048
650;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1187;N;Abbotsford Fire Dept Hall 8;30811 Blueridge Dr, Abbotsford, BC;30811 Blueridge Dr, Abbotsford, BC;30811 Blueridge Dr;Abbotsford;49.0661758;-122.370267;fire;-122.370283163327;49.0661815259527
651;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1203;N;Ahousat RCMP;400 Campbell St, Tofino, BC;400 Campbell St, Tofino, BC;400 Campbell St;Tofino;49.1528062;-125.904006;police;-125.904022191553;49.1528115178626
652;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1210;N;Harmac Pacific Fire Dept;1000 Wave Pl, Nanaimo, BC;1000 Wave Pl, Nanaimo, BC;1000 Wave Pl;Nanaimo;49.1353059;-123.859234;fire;-123.859249638132;49.135311423771
653;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1225;N;Delta Fire Department Tilbury Hall 7;7430 Vantage Way, Delta, BC;7430 Vantage Way, Delta, BC;7430 Vantage Way;Delta;49.1370253;-123.018403;fire;-123.018418558968;49.1370308863759
654;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1241;N;Stn 266 North Delta;7893 Scott Rd, Delta, BC;7893 Scott Rd, Delta, BC;7893 Scott Rd;Delta;49.1467007;-122.890681;ambulance;-122.890697168638;49.1467063360212
655;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1246;N;Gabriola Vol Fire Dept;760 North Rd, Gabriola Island, BC;760 North Rd, Gabriola Island, BC;760 North Rd;Gabriola Island;49.1757837;-123.834621;fire;-123.834636753977;49.1757891717032
656;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1256;N;Surrey Fire Dept Hall 1;8767 132 St, Surrey, BC;8767 132 St, Surrey, BC;8767 132 St;Surrey;49.1622017;-122.857215;fire;-122.857231312173;49.1622073143813
657;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1266;N;Stn 280 Vancouver Airevac;4360 Agar Dr, Richmond, BC;4360 Agar Dr, Richmond, BC;4360 Agar Dr;Richmond;49.1831302;-123.176282;ambulance;-123.176297391087;49.1831358065108
658;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1275;N;Stn 122 Nanaimo-North/Stn 180 Van Isle CCT;4415 Boban Dr, Nanaimo, BC;4415 Boban Dr, Nanaimo, BC;4415 Boban Dr;Nanaimo;49.208984;-124.039881;ambulance;-124.039896673423;49.2089895471203
659;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1286;N;Stn 328 Osoyoos;14 Eagle Crt, Osoyoos, BC;14 Eagle Crt, Osoyoos, BC;14 Eagle Crt;Osoyoos;49.0336399;-119.474398;ambulance;-119.474413447371;49.0336459322425
660;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1288;N;Emergency Response Service;3880 Grant McConachie Way, Richmond, BC;3880 Grant McConachie Way, Richmond, BC;3880 Grant McConachie Way;Richmond;49.1956654;-123.189433;fire;-123.18944917028;49.195670961822
661;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1293;N;Guildford RCMP District Office;10395 148 St, Surrey, BC;10395 148 St, Surrey, BC;10395 148 St;Surrey;49.1911941;-122.812888;police;-122.812903641963;49.1911997072143
662;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1301;N;Port Alberni Fire Dept;3699 10th Ave, Port Alberni, BC;3699 10th Ave, Port Alberni, BC;3699 10th Ave;Port Alberni;49.2432483;-124.797529;fire;-124.797545401313;49.2432537469397
663;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1305;N;North Nanaimo Station 3;6230 Hammond Bay Rd, Nanaimo, BC;6230 Hammond Bay Rd, Nanaimo, BC;6230 Hammond Bay Rd;Nanaimo;49.2344933;-124.037645;fire;-124.037660629049;49.2344987850064
664;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1308;N;Alberni Specialties Emerg Resp Team;4000 Stamp Ave, Port Alberni, BC;4000 Stamp Ave, Port Alberni, BC;4000 Stamp Ave;Port Alberni;49.2484669;-124.809906;fire;-124.809922332338;49.2484722669123
665;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1334;N;Maple Ridge Fire Dept Hall 1;22708 Brown Ave, Maple Ridge, BC;22708 Brown Ave, Maple Ridge, BC;22708 Brown Ave;Maple Ridge;49.2212763;-122.593486;fire;-122.593501344502;49.2212819754152
666;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1337;N;Errington Fire Dept Hall 2;1930 Errington Rd, Errington, BC;1930 Errington Rd, Errington, BC;1930 Errington Rd;Errington;49.2628064;-124.358629;fire;-124.358644857835;49.2628118564955
667;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1345;N;Little Mountain / Riley Park Community Policing;4438 Main St, Vancouver, BC;4438 Main St, Vancouver, BC;4438 Main St;Vancouver;49.2452047;-123.100985;police;-123.101001358997;49.2452102730734
668;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1346;N;Kettle Valley Fire Hall;3647 Hwy 3, Rock Creek, BC;3647 Hwy 3, Rock Creek, BC;3647 Hwy 3;Rock Creek;49.0523044;-118.937534;fire;-118.937549210477;49.0523104403854
669;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1363;N;Vancouver City Fire Dept Hall 10;2992 Wesbrook Mall, UBC, BC;2992 Wesbrook Mall, UBC, BC;2992 Wesbrook Mall;UBC;49.258902;-123.238211;fire;-123.238226800475;49.2589076304188
670;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1364;N;University RCMP (Ubc);2990 Wesbrook Mall, UBC, BC;2990 Wesbrook Mall, UBC, BC;2990 Wesbrook Mall;UBC;49.2589987;-123.238434;police;-123.238449411521;49.2590042751416
671;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1382;N;Stn 261 Vancouver-W 7th;181 W 7th Ave, Vancouver, BC;181 W 7th Ave, Vancouver, BC;181 W 7th Ave;Vancouver;49.2649385;-123.10883;ambulance;-123.108846182363;49.2649441452678
672;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1387;N;Vancouver City Fire Dept Hall 9;1805 Victoria Dr, Vancouver, BC;1805 Victoria Dr, Vancouver, BC;1805 Victoria Dr;Vancouver;49.2684476;-123.066212;fire;-123.066227634823;49.2684531709871
673;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1389;N;Granville Island Community Policing;1405 Anderson St, Vancouver, BC;1405 Anderson St, Vancouver, BC;1405 Anderson St;Vancouver;49.2718163;-123.135243;police;-123.135258884808;49.2718219290945
674;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1393;N;Grandview-Woodland Community Policing;1661 Napier St, Vancouver, BC;1661 Napier St, Vancouver, BC;1661 Napier St;Vancouver;49.275014;-123.069824;police;-123.069840285779;49.2750196562178
675;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1398;N;Stn 258 Burnaby;925 Douglas Rd, Burnaby, BC;925 Douglas Rd, Burnaby, BC;925 Douglas Rd;Burnaby;49.2760585;-123.022835;ambulance;-123.022850613536;49.2760641028565
676;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1404;N;Annex 242 St. Pauls Hospital;1081 Burrard St, Vancouver, BC;1081 Burrard St, Vancouver, BC;1081 Burrard St;Vancouver;49.2812369;-123.129031;ambulance;-123.129047043271;49.2812424806525
677;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1411;N;Vancouver;312 Main St, Vancouver, BC;312 Main St, Vancouver, BC;312 Main St;Vancouver;49.28204;-123.099154;police;-123.099170242863;49.2820456389934
678;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1423;N;Stn 130 Parksville;493 Alberni Hwy, Parksville, BC;493 Alberni Hwy, Parksville, BC;493 Alberni Hwy;Parksville;49.3097894;-124.323848;ambulance;-124.323864570009;49.309794863527
679;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1432;N;Coquitlam RCMP;2986 Guildford Way, Coquitlam, BC;2986 Guildford Way, Coquitlam, BC;2986 Guildford Way;Coquitlam;49.2846901;-122.793982;police;-122.7939978085;49.2846957256107
680;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1433;N;Seabird Island Fire Department;2782 Chowat Rd, Agassiz, BC;2782 Chowat Rd, Agassiz, BC;2782 Chowat Rd;Agassiz;49.2525546;-121.734003;fire;-121.734019119743;49.252560401206
681;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1438;N;Oceanside RCMP;727 Island Hwy W, Parksville, BC;727 Island Hwy W, Parksville, BC;727 Island Hwy W;Parksville;49.3287806;-124.338715;police;-124.338731519323;49.3287861150999
682;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1444;N;Fire Training Centre;900 St. Denis Ave, North Vancouver, BC;900 St. Denis Ave, North Vancouver, BC;900 St. Denis Ave;North Vancouver;49.3158239;-123.03195;fire;-123.031966222372;49.3158295038368
683;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1446;N;Belcarra Vol Fire Dept;4082 Bedwell Bay Rd, Belcarra, BC;4082 Bedwell Bay Rd, Belcarra, BC;4082 Bedwell Bay Rd;Belcarra;49.3142109;-122.914008;fire;-122.914023830949;49.3142165347836
684;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1453;N;CCGS French Creek;1105 Lee Rd E, Parksville, BC;1105 Lee Rd E, Parksville, BC;1105 Lee Rd E;Parksville;49.349239;-124.357406;coastguard;-124.357422503879;49.3492444797975
685;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1458;N;Oliver Fire Dept;369 Similkameen Ave, Oliver, BC;369 Similkameen Ave, Oliver, BC;369 Similkameen Ave;Oliver;49.1773262;-119.549782;fire;-119.549796812572;49.1773322385409
