FID;CUST_ORG;BUS_CAT_CL;BUS_CAT_DS;OCCPNT_TYP;SRCDATA_ID;SRC_ID_IND;FCLTY_NM;ADDRESS;MAIL_ADD;ST_ADDRESS;LOCALITY;LATITUDE;LONGITUDE;KEYWORDS;X;Y
900;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2049;N;Stn 852 Chetwynd;5400 Access Rd N, Chetwynd, BC;5400 Access Rd N, Chetwynd, BC;5400 Access Rd N;Chetwynd;55.6959747;-121.638246;ambulance;-121.638264062156;55.6959806942803
901;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2064;N;Fort St John Fire Dept;9312 93 Ave, Fort St John, BC;9312 93 Ave, Fort St John, BC;9312 93 Ave;Fort St John;56.2393868;-120.83514;fire;-120.835158372744;56.2393929889708
902;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2070;N;Dease Lake Fire Dept;63 Stikine Ave, Dease Lake, BC;63 Stikine Ave, Dease Lake, BC;63 Stikine Ave;Dease Lake;58.435846;-129.990362;fire;-129.990382493321;58.4358508403317
903;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2072;N;Stn 757 Dease Lake;7171 Cassiar Hwy, Dease Lake, BC;7171 Cassiar Hwy, Dease Lake, BC;7171 Cassiar Hwy;Dease Lake;58.4419525;-129.992434;ambulance;-129.992454704891;58.4419573383185
904;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1051;N;Victoria Fire Dept Hall 2;650 Michigan St, Victoria, BC;650 Michigan St, Victoria, BC;650 Michigan St;Victoria;48.4176508;-123.367206;fire;-123.367221665657;48.417656299155
905;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1052;N;Annex 118 Victoria-Fairfield;412 Quebec St, Victoria, BC;412 Quebec St, Victoria, BC;412 Quebec St;Victoria;48.4209222;-123.374298;ambulance;-123.374313339942;48.4209277811968
906;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1055;N;Victoria Fire Dept Hall 1;1234 Yates St, Victoria, BC;1234 Yates St, Victoria, BC;1234 Yates St;Victoria;48.4249115;-123.347989;fire;-123.34800508953;48.4249170627432
907;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1060;N;Oak Bay Fire Dept;1703 Monterey Ave, Oak Bay, BC;1703 Monterey Ave, Oak Bay, BC;1703 Monterey Ave;Oak Bay;48.4293387;-123.3128;fire;-123.312815931009;48.42934426479
908;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1061;N;Victoria;850 Caledonia Ave, Victoria, BC;850 Caledonia Ave, Victoria, BC;850 Caledonia Ave;Victoria;48.4310584;-123.359729;police;-123.359744923862;48.4310639036027
909;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1063;N;Dispatch Region 1;2764 Leigh Rd, Langford, BC;2764 Leigh Rd, Langford, BC;2764 Leigh Rd;Langford;48.451569;-123.518171;ambulance;-123.51818682656;48.4515745167522
910;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1068;N;Westshore RCMP;698 Atkins Ave, Langford, BC;698 Atkins Ave, Langford, BC;698 Atkins Ave;Langford;48.4479799;-123.494978;police;-123.49499328219;48.4479854625286
911;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1072;N;Langford Fire Dept Station 3;2872 Sooke Lake Rd, Langford, BC;2872 Sooke Lake Rd, Langford, BC;2872 Sooke Lake Rd;Langford;48.4599354;-123.550683;fire;-123.550698768226;48.4599409298232
912;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1079;N;Saanich Fire Dept Station 2;4595 Elk Lake Dr, Saanich, BC;4595 Elk Lake Dr, Saanich, BC;4595 Elk Lake Dr;Saanich;48.4987128;-123.387794;fire;-123.387809635416;48.4987183749286
913;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1090;N;North Saanich South Fire Hall;1665 McTavish Rd, North Saanich, BC;1665 McTavish Rd, North Saanich, BC;1665 McTavish Rd;North Saanich;48.6297087;-123.429062;fire;-123.429078112861;48.6297142819778
914;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1091;N;Victoria Airport Authority Fire Dept;1640 Electra Blvd, North Saanich, BC;1640 Electra Blvd, North Saanich, BC;1640 Electra Blvd;North Saanich;48.6404273;-123.430155;fire;-123.430171072687;48.6404327981884
915;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1097;N;Sidney-North Saanich RCMP;9895 Fourth St, Sidney, BC;9895 Fourth St, Sidney, BC;9895 Fourth St;Sidney;48.6508924;-123.398616;police;-123.398631592717;48.6508979188334
916;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1113;N;Ditidaht Police;666 11th Ave, Ditidaht, BC;666 11th Ave, Ditidaht, BC;666 11th Ave;Ditidaht;48.8074977;-124.669176;police;-124.669191521579;48.8075030679033
917;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1131;N;Stn 104 Mayne Island;520 Felix Jack Rd, Mayne Island, BC;520 Felix Jack Rd, Mayne Island, BC;520 Felix Jack Rd;Mayne Island;48.8469855;-123.28417;ambulance;-123.284185594087;48.8469910705337
918;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1140;N;South Galiano Fire Dept;261 Georgeson Bay Rd, Galiano Island, BC;261 Georgeson Bay Rd, Galiano Island, BC;261 Georgeson Bay Rd;Galiano Island;48.8890494;-123.349282;fire;-123.349297415565;48.8890549327212
919;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1158;N;North Oyster Fire Dept Hall 2;3500 Hallberg Rd, Nanaimo, BC;3500 Hallberg Rd, Nanaimo, BC;3500 Hallberg Rd;Nanaimo;49.0473773;-123.884044;fire;-123.884060354166;49.0473828489961
920;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1161;N;North Oyster Fire Dept;4821 Yellow Point Rd, Ladysmith, BC;4821 Yellow Point Rd, Ladysmith, BC;4821 Yellow Point Rd;Ladysmith;49.0503237;-123.827047;fire;-123.8270626171;49.0503292577722
921;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1181;N;Abbotsford Fire Dept Hall 1;32270 George Ferguson Way, Abbotsford, BC;32270 George Ferguson Way, Abbotsford, BC;32270 George Ferguson Way;Abbotsford;49.0546296;-122.33035;fire;-122.330365812152;49.054635322183
922;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1197;N;South Nanaimo Station 4;1425 Cranberry Ave, Nanaimo, BC;1425 Cranberry Ave, Nanaimo, BC;1425 Cranberry Ave;Nanaimo;49.1259933;-123.921038;fire;-123.92105439984;49.1259987808357
923;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1205;N;CCGS Tofino;326 Main St, Tofino, BC;326 Main St, Tofino, BC;326 Main St;Tofino;49.1541898;-125.907898;coastguard;-125.907914123754;49.1541951199257
924;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1218;N;Richmond RCMP;11411 No. 5 Rd, Richmond, BC;11411 No. 5 Rd, Richmond, BC;11411 No. 5 Rd;Richmond;49.129962;-123.092791;police;-123.092806516246;49.1299676156129
925;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1219;N;Abbotsford Fire Dept Hall 5;30373 Merryfield Ave, Abbotsford, BC;30373 Merryfield Ave, Abbotsford, BC;30373 Merryfield Ave;Abbotsford;49.1085669;-122.382778;fire;-122.382793364128;49.108572568552
926;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1234;N;Nanaimo Community Policing;18 Victoria Cres, Nanaimo, BC;18 Victoria Cres, Nanaimo, BC;18 Victoria Cres;Nanaimo;49.163654;-123.93578;police;-123.935796354655;49.1636595542437
927;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1244;N;Chilliwack Fire Hall 4 Sardis;45433 South Sumas Rd, Chilliwack, BC;45433 South Sumas Rd, Chilliwack, BC;45433 South Sumas Rd;Chilliwack;49.1186465;-121.966965;fire;-121.966980383222;49.118652278447
928;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1245;N;Mission RCMP;7171 Oliver St, Mission, BC;7171 Oliver St, Mission, BC;7171 Oliver St;Mission;49.1325172;-122.34315;police;-122.343165641915;49.1325228585198
929;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1257;N;Delta Fire Dept Annacis Island Hall 6;1429 Lindsey Pl, Delta, BC;1429 Lindsey Pl, Delta, BC;1429 Lindsey Pl;Delta;49.1658454;-122.961721;fire;-122.961736435781;49.1658510262695
930;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1259;N;Fleetwood Community Policing;15355 Fraser Hwy, Surrey, BC;15355 Fraser Hwy, Surrey, BC;15355 Fraser Hwy;Surrey;49.1644329;-122.796298;police;-122.796314147702;49.1644385763765
931;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1269;N;Stn 250 Richmond;9680 Cambie Rd, Richmond, BC;9680 Cambie Rd, Richmond, BC;9680 Cambie Rd;Richmond;49.1843159;-123.116145;ambulance;-123.116161021567;49.1843215102796
932;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1270;N;Richmond Fire Hall 3;9680 Cambie Rd, Richmond, BC;9680 Cambie Rd, Richmond, BC;9680 Cambie Rd;Richmond;49.1843312;-123.116043;fire;-123.116059038435;49.1843368149546
933;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1273;N;Langley Township Fire Dept Hall 2;23137 96 Ave, Langley, BC;23137 96 Ave, Langley, BC;23137 96 Ave;Langley;49.1699845;-122.581947;fire;-122.581962817483;49.1699901441989
934;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1291;N;Surrey Fire Dept Fire Hall 2;13079 104 Ave, Surrey, BC;13079 104 Ave, Surrey, BC;13079 104 Ave;Surrey;49.1918708;-122.860618;fire;-122.860633787832;49.1918764020064
935;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1295;N;Chilliwack Fire Hall 1 Main;45950 Cheam Ave, Chilliwack, BC;45950 Cheam Ave, Chilliwack, BC;45950 Cheam Ave;Chilliwack;49.1663195;-121.953695;fire;-121.953710774619;49.1663252189539
936;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1298;N;Surrey Fire Dept Fire Hall 4;14586 108 Ave, Surrey, BC;14586 108 Ave, Surrey, BC;14586 108 Ave;Surrey;49.1984689;-122.818002;fire;-122.818018184542;49.198474553215
937;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1302;N;Midway RCMP;580 Florence St, Midway, BC;580 Florence St, Midway, BC;580 Florence St;Midway;49.0080718;-118.775822;police;-118.775837522846;49.0080778522386
938;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1313;N;Hammond Fire Dept;20580 Maple Cres, Maple Ridge, BC;20580 Maple Cres, Maple Ridge, BC;20580 Maple Cres;Maple Ridge;49.2064684;-122.651833;fire;-122.651848464978;49.2064740864205
939;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1315;N;Stn 124 Port Alberni;4760 Roger St, Port Alberni, BC;4760 Roger St, Port Alberni, BC;4760 Roger St;Port Alberni;49.2541773;-124.803941;ambulance;-124.803957110991;49.2541827397943
940;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1321;N;Burnaby Fire Dept Station 2;7578 Edmonds St, Burnaby, BC;7578 Edmonds St, Burnaby, BC;7578 Edmonds St;Burnaby;49.2224073;-122.943233;fire;-122.943249324858;49.2224128982107
941;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1322;N;Burnaby Fire Dept Station 3;6511 Marlborough Ave, Burnaby, BC;6511 Marlborough Ave, Burnaby, BC;6511 Marlborough Ave;Burnaby;49.2249528;-122.991965;fire;-122.991980810699;49.2249583859717
942;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1328;N;Kerrisdale Oakridge Marpole Community Policing;295-5655 Cambie St, Vancouver, BC;295-5655 Cambie St, Vancouver, BC;295-5655 Cambie St;Vancouver;49.2340261;-123.116613;police;-123.116628640234;49.2340317355025
943;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1341;N;Dunbar Community Policing;4747 Dunbar St, Vancouver, BC;4747 Dunbar St, Vancouver, BC;4747 Dunbar St;Vancouver;49.2435644;-123.18571;police;-123.185725572958;49.2435699609291
944;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1349;N;North Fraser Volunteer Fire Department Hall 3;11980 Sylvester Rd, Hatzic, BC;11980 Sylvester Rd, Hatzic, BC;11980 Sylvester Rd;Hatzic;49.2193245;-122.227222;fire;-122.227237592643;49.2193302215653
945;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1355;N;Beaver Creek Vol Fire Dept;6036 Beaver Creek Rd, Port Alberni, BC;6036 Beaver Creek Rd, Port Alberni, BC;6036 Beaver Creek Rd;Port Alberni;49.2835428;-124.843987;fire;-124.844003558892;49.2835482009895
946;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1365;N;Burnaby Fire Dept Station 6;3620 Brighton Ave, Burnaby, BC;3620 Brighton Ave, Burnaby, BC;3620 Brighton Ave;Burnaby;49.2505663;-122.918461;fire;-122.91847666996;49.2505718905994
947;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1366;N;Stn 259 Coquitlam;2601 Lougheed Hwy, Coquitlam, BC;2601 Lougheed Hwy, Coquitlam, BC;2601 Lougheed Hwy;Coquitlam;49.2480807;-122.807812;ambulance;-122.80782802852;49.2480863129416
948;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1369;N;Stn 243 Vancouver-Arbutus St;2940 Arbutus St, Vancouver, BC;2940 Arbutus St, Vancouver, BC;2940 Arbutus St;Vancouver;49.2597054;-123.15277;ambulance;-123.152786385006;49.259711044312
949;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1371;N;Vancouver City Fire Dept Hall 19;4396 W 12th Ave, Vancouver, BC;4396 W 12th Ave, Vancouver, BC;4396 W 12th Ave;Vancouver;49.2618057;-123.205529;fire;-123.205545219796;49.2618112898157
950;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1381;N;Dispatch Region 2;2955 Virtual Way, Vancouver, BC;2955 Virtual Way, Vancouver, BC;2955 Virtual Way;Vancouver;49.2635137;-123.118332;ambulance;-123.118347939988;49.2635193275012
951;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1391;N;Yaletown;1223 Pacific Blvd, Vancouver, BC;1223 Pacific Blvd, Vancouver, BC;1223 Pacific Blvd;Vancouver;49.2741243;-123.122013;police;-123.122028454891;49.2741298608977
952;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1395;N;Coombs Hilliers Vol Fire Hall 1;992 Ford Rd, Coombs, BC;992 Ford Rd, Coombs, BC;992 Ford Rd;Coombs;49.3046874;-124.420152;fire;-124.420168596048;49.3046928559974
953;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1409;N;Davie Street Community Policing;1122 Bute St, Vancouver, BC;1122 Bute St, Vancouver, BC;1122 Bute St;Vancouver;49.2824936;-123.131928;police;-123.131943784663;49.2824992190802
954;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1412;N;Christina Lake Fire Dept;1585 Swanson Rd, Christina Lake, BC;1585 Swanson Rd, Christina Lake, BC;1585 Swanson Rd;Christina Lake;49.0389963;-118.207478;fire;-118.207493471661;49.0390024206377
955;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1422;N;Burnaby Fire Dept Station 5;4211 Hastings St, Burnaby, BC;4211 Hastings St, Burnaby, BC;4211 Hastings St;Burnaby;49.2813166;-123.01079;fire;-123.010805616959;49.281322238144
956;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1430;N;Parksville Community Policing;132 Jensen Ave E, Parksville, BC;132 Jensen Ave E, Parksville, BC;132 Jensen Ave E;Parksville;49.3178982;-124.310913;police;-124.310928998042;49.3179036925287
957;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1431;N;Parksville Vol Fire Dept;160 W Jensen Ave, Parksville, BC;160 W Jensen Ave, Parksville, BC;160 W Jensen Ave;Parksville;49.3181342;-124.315381;fire;-124.315397024065;49.3181396372484
958;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1436;N;Greenwood Vol Fire Dept;202 S Government Ave, Greenwood, BC;202 S Government Ave, Greenwood, BC;202 S Government Ave;Greenwood;49.0900372;-118.675811;fire;-118.675826543377;49.0900433377076
959;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1443;N;Stn 138 Qualicum Beach;787 Jones St, Qualicum Beach, BC;787 Jones St, Qualicum Beach, BC;787 Jones St;Qualicum Beach;49.3437244;-124.449636;ambulance;-124.449652377271;49.3437298511694
960;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1447;N;Qualicum Beach Community Policing;660 Primrose St, Qualicum Beach, BC;660 Primrose St, Qualicum Beach, BC;660 Primrose St;Qualicum Beach;49.3480026;-124.444055;police;-124.444070762301;49.3480081023351
961;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1480;N;Warfield Fire Dept Station 2;555 Hwy 3B, Warfield, BC;555 Hwy 3B, Warfield, BC;555 Hwy 3B;Warfield;49.0941761;-117.749121;fire;-117.749135931108;49.0941823332061
962;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1483;N;Stn 225 Bowen Island;1034 Miller Rd, Bowen Island, BC;1034 Miller Rd, Bowen Island, BC;1034 Miller Rd;Bowen Island;49.3810501;-123.338975;ambulance;-123.338990802799;49.3810556721692
963;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1485;N;Kootenay Boundary Fire Rescue;843 Rossland Ave, Trail, BC;843 Rossland Ave, Trail, BC;843 Rossland Ave;Trail;49.0972568;-117.717026;fire;-117.717040819949;49.0972630410619
964;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1486;N;Gibsons Vol Fire Hall 2;1226 Chaster Rd, Gibsons, BC;1226 Chaster Rd, Gibsons, BC;1226 Chaster Rd;Gibsons;49.3921864;-123.537136;fire;-123.53715224013;49.3921919661475
965;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1507;N;Hope Fire Dept Hall 3;65867 Kawkawa Lake Rd, Hope, BC;65867 Kawkawa Lake Rd, Hope, BC;65867 Kawkawa Lake Rd;Hope;49.3808965;-121.40786;fire;-121.407875293834;49.3809023030029
966;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1510;N;Stn 233 Lions Bay;410 Centre Rd, Lions Bay, BC;410 Centre Rd, Lions Bay, BC;410 Centre Rd;Lions Bay;49.4590342;-123.235494;ambulance;-123.235509885776;49.4590397639313
967;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1518;N;Stn 404 Creston;138 10th Ave N, Creston, BC;138 10th Ave N, Creston, BC;138 10th Ave N;Creston;49.0963424;-116.513194;ambulance;-116.513209097263;49.0963487644181
968;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1530;N;Salmo Vol Fire Dept;414 Baker Ave, Salmo, BC;414 Baker Ave, Salmo, BC;414 Baker Ave;Salmo;49.1929894;-117.276534;fire;-117.276548491672;49.1929956164668
969;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1570;N;Tarrys Vol Fire Dept;2103 Hwy 3A, Tarrys, BC;2103 Hwy 3A, Tarrys, BC;2103 Hwy 3A;Tarrys;49.3929144;-117.551274;fire;-117.551288907984;49.3929206486783
970;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1571;N;Squamish District Vol Fire Hall 1;37890 Clarke Dr, Squamish, BC;37890 Clarke Dr, Squamish, BC;37890 Clarke Dr;Squamish;49.6939681;-123.144225;fire;-123.144240946076;49.6939737433479
971;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1574;N;Stn 228 Texada Island;2057 Gillies Bay Rd, Van Anda, BC;2057 Gillies Bay Rd, Van Anda, BC;2057 Gillies Bay Rd;Van Anda;49.7526579;-124.555798;ambulance;-124.555814298338;49.7526634079072
972;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1578;N;Crescent Valley Fire Dept;1365 Hwy 6, Crescent Valley, BC;1365 Hwy 6, Crescent Valley, BC;1365 Hwy 6;Crescent Valley;49.449345;-117.559355;fire;-117.559369792443;49.4493512085069
973;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1586;N;Summerland RCMP;9101 Pineo Crt, Summerland, BC;9101 Pineo Crt, Summerland, BC;9101 Pineo Crt;Summerland;49.605136;-119.674964;police;-119.674979706928;49.6051420270828
974;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1593;N;Malaspina Fire Dept Hall 2;4322 McLeod Rd, Powell River, BC;4322 McLeod Rd, Powell River, BC;4322 McLeod Rd;Powell River;49.8347497;-124.483085;fire;-124.483101150872;49.8347552069928
975;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1598;N;Nelson - W Kootenay;1010 Second St, Nelson, BC;1010 Second St, Nelson, BC;1010 Second St;Nelson;49.5089895;-117.279365;police;-117.279380268838;49.5089958032062
976;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1608;N;Stn 133 Tahsis;123 Harbour View Rd, Tahsis, BC;123 Harbour View Rd, Tahsis, BC;123 Harbour View Rd;Tahsis;49.9241341;-126.652686;ambulance;-126.652702880693;49.9241392681209
977;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1615;N;Savary Island Vol Fire Hall East;2856 Vancouver Blvd, Savary Island, BC;2856 Vancouver Blvd, Savary Island, BC;2856 Vancouver Blvd;Savary Island;49.9419708;-124.782018;fire;-124.782034688593;49.9419762222442
978;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1619;N;Stn 342 Peachland;4479 3rd St, Peachland, BC;4479 3rd St, Peachland, BC;4479 3rd St;Peachland;49.7742828;-119.737251;ambulance;-119.737266478896;49.774288868616
979;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1620;N;Big White Village Vol Fire Dept;7555 Porcupine Rd, Big White, BC;7555 Porcupine Rd, Big White, BC;7555 Porcupine Rd;Big White;49.7249144;-118.925343;fire;-118.925358274538;49.7249204680566
980;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1626;N;Campbell River Fire Dept Hall 2;261 Larwood Rd, Campbell River, BC;261 Larwood Rd, Campbell River, BC;261 Larwood Rd;Campbell River;49.9663421;-125.214509;fire;-125.214525677566;49.9663474813943
981;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1628;N;Boston Bar Fire Deptartment Hall 2;48904 North Bend Cres, Boston Bar, BC;48904 North Bend Cres, Boston Bar, BC;48904 North Bend Cres;Boston Bar;49.8839528;-121.456805;fire;-121.456821138681;49.8839586795717
